delivery_id,delivery_partner,package_type,package_weight_kg,vehicle_type,delivery_mode,region,customer_address,latitude,longitude,warehouse_latitude,warehouse_longitude,weather_condition,distance_km,package_weight_kg,delivery_status,delivery_cost
1419,blue dart,cosmetics,27.31,ev bike,same day,south,"House 432, Ashok Vihar, New Delhi",28.48205,77.00536,28.6417,77.22177,rainy,17.3,9.8,delivered,215.9
1426,blue dart,furniture,4.4,van,standard,east,"House 361, Rohini, New Delhi",28.40037,76.88745,28.6417,77.22177,hot,61.4,45.46,delivered,443.38
1430,blue dart,fragile items,26.34,truck,express,central,"House 291, Karol Bagh, New Delhi",28.77734,76.88638,28.6417,77.22177,clear,267.4,32.23,delayed,1483.69
1441,blue dart,pharmacy,14.39,van,standard,north,"House 227, Punjabi Bagh, New Delhi",28.55344,77.16788,28.6417,77.22177,foggy,140.8,37.84,delivered,817.52
1461,blue dart,cosmetics,18.31,ev bike,two day,west,"House 442, Hauz Khas, New Delhi",28.57398,77.03942,28.6417,77.22177,clear,294.9,13.38,delivered,1514.64
1465,blue dart,cosmetics,10.14,scooter,express,central,"House 105, Defence Colony, New Delhi",28.78182,76.88972,28.6417,77.22177,rainy,248,34.15,delayed,1392.45
1486,blue dart,automobile parts,69.34,bike,same day,south,"House 224, Kirti Nagar, New Delhi",28.79969,76.99225,28.6417,77.22177,foggy,29.7,7.15,delivered,269.95
1498,blue dart,fragile items,70.8,scooter,standard,east,"House 389, Punjabi Bagh, New Delhi",28.7949,77.28906,28.6417,77.22177,cold,208.1,36.86,delivered,1151.08
1500,blue dart,clothing,39.5,truck,standard,east,"House 259, Kirti Nagar, New Delhi",28.65679,76.95877,28.6417,77.22177,cold,229.9,11.85,delivered,1185.05
1509,blue dart,automobile parts,16.54,ev van,two day,central,"House 304, Patel Nagar, New Delhi",28.40507,77.32709,28.6417,77.22177,rainy,227.1,21.67,delivered,1200.51
1521,blue dart,clothing,42.75,bike,same day,central,"House 228, Rohini, New Delhi",28.49658,76.84772,28.6417,77.22177,clear,228.1,29.88,delayed,1330.14
1535,blue dart,cosmetics,23.06,bike,express,east,"House 55, Chandni Chowk, New Delhi",28.55692,77.09031,28.6417,77.22177,clear,69.6,20.5,delayed,459.5
1548,blue dart,clothing,33.63,bike,two day,east,"House 8, Vasant Kunj, New Delhi",28.78707,77.03818,28.6417,77.22177,hot,17.2,15.42,delivered,132.26
1552,blue dart,automobile parts,72.25,ev bike,two day,east,"House 203, Mayur Vihar, New Delhi",28.81829,77.14767,28.6417,77.22177,cold,44.3,37.35,delivered,333.55
1560,blue dart,pharmacy,11.75,ev van,express,south,"House 324, Sarita Vihar, New Delhi",28.58043,76.96532,28.6417,77.22177,foggy,100.6,13.18,delayed,592.54
1574,blue dart,automobile parts,27.9,ev van,standard,north,"House 324, Kirti Nagar, New Delhi",28.52848,77.20226,28.6417,77.22177,hot,117.8,14.05,delivered,631.15
1578,blue dart,pharmacy,79.2,ev bike,same day,central,"House 69, Patel Nagar, New Delhi",28.42172,77.00882,28.6417,77.22177,stormy,233.8,16.82,delayed,1319.46
1587,blue dart,documents,42.15,scooter,standard,east,"House 325, Dwarka, New Delhi",28.69551,77.28085,28.6417,77.22177,hot,293.8,18,delivered,1523
1589,blue dart,documents,40.51,scooter,express,central,"House 73, Patel Nagar, New Delhi",28.72753,77.24722,28.6417,77.22177,clear,139.8,7.45,delivered,771.35
1599,blue dart,furniture,21,ev van,two day,west,"House 12, Vasant Kunj, New Delhi",28.70968,77.25998,28.6417,77.22177,hot,229.5,18.25,delivered,1202.25
1603,blue dart,furniture,79.07,bike,two day,central,"House 314, Patel Nagar, New Delhi",28.46125,77.14759,28.6417,77.22177,clear,170.2,15.1,delivered,896.3
1617,blue dart,pharmacy,51.28,scooter,same day,east,"House 484, Shalimar Bagh, New Delhi",28.87821,77.13472,28.6417,77.22177,hot,70.2,12.39,delivered,488.17
1634,blue dart,documents,29.43,van,standard,north,"House 220, Lajpat Nagar, New Delhi",28.70967,77.0265,28.6417,77.22177,clear,154.9,34.06,delivered,876.68
1650,blue dart,pharmacy,8.84,scooter,express,central,"House 500, Nehru Place, New Delhi",28.53527,77.32872,28.6417,77.22177,foggy,41.1,18.41,failed,310.73
1657,blue dart,automobile parts,39.86,van,two day,west,"House 377, Okhla, New Delhi",28.4685,77.2212,28.6417,77.22177,foggy,11,20.14,delivered,115.42
1658,blue dart,electronics,71.25,ev van,standard,east,"House 391, Janakpuri, New Delhi",28.60739,76.84094,28.6417,77.22177,clear,243.8,8.94,delivered,1245.82
1659,blue dart,fragile items,33.21,van,express,west,"House 249, Punjabi Bagh, New Delhi",28.53503,76.91642,28.6417,77.22177,foggy,297.1,44.13,delayed,1632.7206
1684,blue dart,electronics,16.32,ev bike,express,central,"House 438, Model Town, New Delhi",28.46214,77.00322,28.6417,77.22177,foggy,249.9,25.01,failed,1374.53
1706,blue dart,cosmetics,71.83,ev bike,two day,north,"House 24, Patel Nagar, New Delhi",28.79654,76.85272,28.6417,77.22177,clear,135.9,5.77,delivered,696.81
1713,blue dart,groceries,3.55,ev van,same day,west,"House 297, Rajouri Garden, New Delhi",28.63039,77.20912,28.6417,77.22177,clear,232.1,44.46,failed,1393.88
1716,blue dart,electronics,67.54,bike,two day,west,"House 236, Saket, New Delhi",28.54422,77.05821,28.6417,77.22177,cold,218,14.35,delivered,1133.05
1726,blue dart,documents,1.77,truck,two day,east,"House 196, Punjabi Bagh, New Delhi",28.57544,76.95038,28.6417,77.22177,clear,150.4,17.73,delivered,805.19
1731,blue dart,fragile items,59.51,van,standard,west,"House 265, Chandni Chowk, New Delhi",28.78579,77.24396,28.6417,77.22177,clear,90.3,25.6,delivered,528.3
1734,blue dart,groceries,29.82,truck,two day,south,"House 466, Connaught Place, New Delhi",28.44224,77.2763,28.6417,77.22177,clear,143.7,12.73,delivered,756.69
1735,blue dart,documents,78.11,ev van,two day,central,"House 384, Civil Lines, New Delhi",28.51386,76.85672,28.6417,77.22177,stormy,14.7,43.29,delivered,203.37
1736,blue dart,documents,72.85,ev van,two day,south,"House 436, Rohini, New Delhi",28.45926,77.32063,28.6417,77.22177,stormy,198.1,25.28,delivered,1066.34
1749,blue dart,groceries,36.87,scooter,express,south,"House 199, Karol Bagh, New Delhi",28.60779,77.017,28.6417,77.22177,stormy,178.5,38.94,delayed,1059.32
1752,blue dart,automobile parts,26.02,scooter,two day,west,"House 256, Kirti Nagar, New Delhi",28.41985,76.95429,28.6417,77.22177,stormy,196.7,9.86,delivered,1013.08
1792,blue dart,automobile parts,32.07,ev van,same day,central,"House 204, Okhla, New Delhi",28.68143,76.93013,28.6417,77.22177,stormy,94.9,45.43,delayed,710.79
1815,blue dart,documents,14.57,ev van,standard,east,"House 421, Saket, New Delhi",28.46562,76.967,28.6417,77.22177,rainy,246.2,31.84,delivered,1326.52
1824,blue dart,documents,45.4,truck,express,central,"House 48, Lajpat Nagar, New Delhi",28.60181,76.87387,28.6417,77.22177,foggy,96.3,17.28,delivered,583.34
1843,blue dart,fragile items,34.41,ev van,two day,west,"House 375, Connaught Place, New Delhi",28.45123,76.93795,28.6417,77.22177,rainy,47.2,12.47,delivered,273.41
1844,blue dart,fragile items,47.43,van,standard,east,"House 199, Kirti Nagar, New Delhi",28.83112,77.07973,28.6417,77.22177,stormy,121.8,5.16,delivered,624.48
1856,blue dart,furniture,42.47,bike,two day,north,"House 468, Model Town, New Delhi",28.85007,77.30661,28.6417,77.22177,stormy,49.6,12.98,delivered,286.94
1863,blue dart,fragile items,67.49,van,same day,east,"House 131, Vasant Kunj, New Delhi",28.42245,76.87193,28.6417,77.22177,rainy,113.8,39.31,delivered,786.93
1865,blue dart,automobile parts,60.88,bike,standard,central,"House 112, Defence Colony, New Delhi",28.47644,77.08112,28.6417,77.22177,cold,37.3,30.35,delivered,277.55
1884,blue dart,electronics,23.91,truck,same day,north,"House 481, Mayur Vihar, New Delhi",28.77753,77.04693,28.6417,77.22177,rainy,29.4,6.52,delivered,266.56
1893,blue dart,electronics,28.68,van,same day,north,"House 312, Patel Nagar, New Delhi",28.79127,77.09599,28.6417,77.22177,clear,96.9,8.58,delivered,610.24
1896,blue dart,clothing,34.09,truck,two day,east,"House 241, Kalkaji, New Delhi",28.82198,77.17454,28.6417,77.22177,clear,193.6,27.71,delivered,1051.13
1898,blue dart,fragile items,71.66,bike,express,east,"House 467, Punjabi Bagh, New Delhi",28.81561,77.1821,28.6417,77.22177,rainy,226.3,49.52,delayed,1331.38
1912,blue dart,pharmacy,78.16,ev van,standard,east,"House 390, Shalimar Bagh, New Delhi",28.57462,77.31357,28.6417,77.22177,hot,183.3,31.58,delivered,1011.24
1923,blue dart,clothing,61.94,scooter,same day,south,"House 454, Shahdara, New Delhi",28.46623,76.94823,28.6417,77.22177,foggy,85.1,27.73,delivered,608.69
1933,blue dart,fragile items,19.82,scooter,standard,central,"House 60, Model Town, New Delhi",28.74949,76.98728,28.6417,77.22177,stormy,268.5,49.41,delivered,1490.73
1943,blue dart,fragile items,75.1,scooter,two day,south,"House 212, Vasant Kunj, New Delhi",28.65086,77.2511,28.6417,77.22177,cold,36.3,19.48,delivered,239.94
1961,blue dart,groceries,30.29,ev van,two day,south,"House 245, Patel Nagar, New Delhi",28.56716,76.89838,28.6417,77.22177,foggy,92.1,18.68,delivered,516.54
1964,blue dart,clothing,67.31,truck,two day,north,"House 344, Saket, New Delhi",28.7116,77.34752,28.6417,77.22177,stormy,69.7,42.31,delivered,475.43
1965,blue dart,fragile items,21.97,ev bike,express,west,"House 294, Shahdara, New Delhi",28.47849,76.88357,28.6417,77.22177,rainy,172.1,47.03,delayed,1051.59
1969,blue dart,fragile items,65.31,truck,standard,north,"House 2, Shalimar Bagh, New Delhi",28.66577,77.15874,28.6417,77.22177,stormy,103.7,40.21,delivered,639.13
1971,blue dart,pharmacy,16.94,van,two day,south,"House 336, Saket, New Delhi",28.58489,76.87952,28.6417,77.22177,hot,159.3,49.52,delivered,945.87
1980,blue dart,automobile parts,73.86,van,same day,north,"House 289, Defence Colony, New Delhi",28.76201,76.99148,28.6417,77.22177,cold,159.3,23.77,delivered,967.81
1986,blue dart,fragile items,15.43,van,two day,south,"House 207, Model Town, New Delhi",28.60639,77.3266,28.6417,77.22177,rainy,62.5,34.21,delivered,415.13
1987,blue dart,automobile parts,27.35,scooter,same day,north,"House 365, Hauz Khas, New Delhi",28.87989,77.32601,28.6417,77.22177,cold,244.4,25.62,delivered,1398.86
2001,blue dart,automobile parts,66.03,scooter,express,east,"House 320, Chandni Chowk, New Delhi",28.43071,77.34218,28.6417,77.22177,foggy,179.8,18.52,delayed,1004.56
2005,blue dart,pharmacy,18.17,ev van,express,west,"House 101, Patel Nagar, New Delhi",28.46636,77.12526,28.6417,77.22177,stormy,251,28.81,failed,1391.43
2009,blue dart,electronics,18,bike,express,west,"House 142, Shahdara, New Delhi",28.57057,77.12363,28.6417,77.22177,cold,212.7,41.02,delayed,1236.56
2036,blue dart,electronics,49.98,van,standard,south,"House 21, Vasant Kunj, New Delhi",28.87425,76.84008,28.6417,77.22177,clear,165.6,2.82,delivered,836.46
2081,blue dart,electronics,3.73,ev bike,two day,north,"House 438, Tilak Nagar, New Delhi",28.72348,76.96969,28.6417,77.22177,cold,151.7,19.53,delivered,817.09
2091,blue dart,pharmacy,13.7,truck,two day,west,"House 462, Patel Nagar, New Delhi",28.67794,77.06163,28.6417,77.22177,cold,30.7,43.87,delivered,285.11
2093,blue dart,clothing,33.29,ev bike,express,west,"House 419, Patel Nagar, New Delhi",28.85933,77.00561,28.6417,77.22177,cold,88.9,12.69,delivered,532.57
2096,blue dart,documents,17.89,ev bike,two day,central,"House 65, Sarita Vihar, New Delhi",28.61764,77.03224,28.6417,77.22177,stormy,269.1,46.51,delivered,1485.03
2098,blue dart,documents,31.56,truck,same day,north,"House 390, Punjabi Bagh, New Delhi",28.61767,76.90155,28.6417,77.22177,rainy,257.8,11.49,delayed,1423.47
2105,blue dart,electronics,32.93,scooter,same day,west,"House 491, Shalimar Bagh, New Delhi",28.50708,77.20397,28.6417,77.22177,cold,297.1,20.95,failed,1632.7206
2142,blue dart,documents,22.19,ev van,standard,north,"House 366, Vasant Kunj, New Delhi",28.52927,77.08422,28.6417,77.22177,clear,139.8,8.39,delivered,724.17
2149,blue dart,groceries,79.13,scooter,standard,north,"House 372, Vasant Kunj, New Delhi",28.40537,77.10463,28.6417,77.22177,hot,84.6,40.64,delivered,544.92
2150,blue dart,furniture,75.18,ev bike,two day,north,"House 113, Okhla, New Delhi",28.70909,76.85061,28.6417,77.22177,hot,64.2,46.92,delivered,461.76
2153,blue dart,fragile items,72.8,truck,two day,north,"House 224, Green Park, New Delhi",28.79746,76.89168,28.6417,77.22177,rainy,99,9.95,delivered,524.85
2159,blue dart,furniture,26.01,ev bike,two day,central,"House 294, Tilak Nagar, New Delhi",28.86586,77.21136,28.6417,77.22177,foggy,191.8,21.35,delivered,1023.05
2161,blue dart,clothing,15.74,scooter,same day,west,"House 243, Kirti Nagar, New Delhi",28.74695,77.19878,28.6417,77.22177,rainy,102,43.38,delivered,740.14
2168,blue dart,pharmacy,74.89,scooter,two day,north,"House 138, Lajpat Nagar, New Delhi",28.60318,76.90025,28.6417,77.22177,rainy,126.7,49.52,delivered,782.45
2196,blue dart,fragile items,8.86,scooter,same day,south,"House 424, Connaught Place, New Delhi",28.69597,76.87095,28.6417,77.22177,rainy,116.4,39.95,failed,801.85
2198,blue dart,groceries,54.72,truck,standard,west,"House 310, Rohini, New Delhi",28.40784,77.18631,28.6417,77.22177,hot,60.3,43.13,delivered,430.89
2206,blue dart,groceries,50.74,scooter,standard,north,"House 472, Pitampura, New Delhi",28.5816,77.30715,28.6417,77.22177,hot,247.5,40.31,delivered,1358.43
2208,blue dart,documents,13.2,van,same day,central,"House 369, Dwarka, New Delhi",28.47786,77.27329,28.6417,77.22177,clear,55.3,32.2,delivered,473.1
2227,blue dart,documents,54.89,bike,standard,north,"House 274, Saket, New Delhi",28.64836,76.94233,28.6417,77.22177,cold,136.7,19.53,delivered,742.09
2236,blue dart,automobile parts,30.42,scooter,express,south,"House 209, Civil Lines, New Delhi",28.62621,77.11985,28.6417,77.22177,foggy,53.7,31.99,delivered,414.47
2240,blue dart,cosmetics,0.49,van,same day,south,"House 188, Janakpuri, New Delhi",28.40064,77.27753,28.6417,77.22177,rainy,176.4,24.36,delayed,1055.08
2246,blue dart,fragile items,73.95,ev van,standard,south,"House 477, Rohini, New Delhi",28.60803,77.33962,28.6417,77.22177,foggy,72.9,22.9,delivered,433.2
2257,blue dart,electronics,53.39,ev bike,two day,west,"House 17, Connaught Place, New Delhi",28.81171,76.98286,28.6417,77.22177,stormy,95.7,11.68,delivered,513.54
2284,blue dart,cosmetics,55.43,bike,standard,central,"House 131, Mayur Vihar, New Delhi",28.61497,77.04925,28.6417,77.22177,foggy,203.1,29.61,delivered,1104.33
2286,blue dart,groceries,0.67,bike,express,east,"House 476, Okhla, New Delhi",28.52102,77.15245,28.6417,77.22177,rainy,218.4,23.78,delayed,1213.34
2288,blue dart,clothing,70.19,van,two day,north,"House 2, Civil Lines, New Delhi",28.76881,77.33393,28.6417,77.22177,stormy,51.7,33.64,delivered,359.42
2296,blue dart,cosmetics,28.81,bike,express,central,"House 395, Saket, New Delhi",28.822,77.21215,28.6417,77.22177,clear,149.4,21.8,delivered,862.4
2304,blue dart,documents,4.55,scooter,two day,west,"House 185, Defence Colony, New Delhi",28.79662,76.85542,28.6417,77.22177,rainy,85.2,16.04,delivered,474.12
2319,blue dart,groceries,57.74,ev van,standard,east,"House 203, Lajpat Nagar, New Delhi",28.62787,77.133,28.6417,77.22177,clear,158.1,32.83,delivered,888.99
2326,blue dart,automobile parts,0.39,bike,standard,central,"House 426, Malviya Nagar, New Delhi",28.85031,77.31313,28.6417,77.22177,hot,148.1,9.89,delivered,770.17
2332,blue dart,documents,63.35,ev van,express,central,"House 263, Connaught Place, New Delhi",28.72384,77.2973,28.6417,77.22177,clear,99.3,38.04,delivered,660.62
2334,blue dart,pharmacy,66.85,ev van,two day,south,"House 105, Malviya Nagar, New Delhi",28.86498,76.91863,28.6417,77.22177,cold,139.8,5.18,delivered,714.54
2338,blue dart,pharmacy,12.48,ev van,same day,north,"House 193, Nehru Place, New Delhi",28.60425,76.89193,28.6417,77.22177,rainy,58.6,18.14,delivered,447.42
2372,blue dart,clothing,18.51,bike,express,west,"House 413, Saket, New Delhi",28.63526,77.01089,28.6417,77.22177,foggy,210.2,30.38,delayed,1192.14
2377,blue dart,documents,79.04,truck,express,east,"House 465, Saket, New Delhi",28.4384,77.18697,28.6417,77.22177,clear,11.8,12.82,delivered,147.46
2386,blue dart,electronics,64.12,van,express,central,"House 443, Lajpat Nagar, New Delhi",28.79182,77.34663,28.6417,77.22177,rainy,135,6.07,failed,743.21
2390,blue dart,clothing,27.28,ev bike,two day,north,"House 402, Chandni Chowk, New Delhi",28.64888,76.92996,28.6417,77.22177,cold,70.7,5.64,delivered,370.42
2406,blue dart,electronics,49.16,truck,two day,central,"House 95, Green Park, New Delhi",28.65675,77.31221,28.6417,77.22177,stormy,233.2,48.48,delivered,1311.44
2424,blue dart,pharmacy,50.89,bike,two day,south,"House 336, Vasant Kunj, New Delhi",28.66919,77.25237,28.6417,77.22177,stormy,232.2,18.67,delivered,1217.01
2439,blue dart,clothing,74.5,bike,two day,west,"House 320, Rohini, New Delhi",28.42875,77.07639,28.6417,77.22177,rainy,176.5,21.28,delivered,946.34
2449,blue dart,electronics,59.02,bike,standard,north,"House 257, Kirti Nagar, New Delhi",28.56058,77.23196,28.6417,77.22177,hot,181.4,45.4,delivered,1043.2
2451,blue dart,clothing,12.99,ev bike,two day,central,"House 16, Dwarka, New Delhi",28.66604,76.89732,28.6417,77.22177,foggy,143.8,6.7,delivered,739.1
2455,blue dart,fragile items,60.13,ev van,standard,west,"House 500, Defence Colony, New Delhi",28.48385,76.94422,28.6417,77.22177,rainy,102,33.7,delivered,611.1
2457,blue dart,cosmetics,77.08,van,same day,east,"House 232, Rajouri Garden, New Delhi",28.6019,77.33806,28.6417,77.22177,rainy,294.3,35.5,failed,1632.7206
2482,blue dart,furniture,37.12,van,standard,west,"House 60, Malviya Nagar, New Delhi",28.7053,77.10482,28.6417,77.22177,clear,110.7,48.67,delivered,699.51
2497,blue dart,cosmetics,60.19,ev van,standard,central,"House 472, Kalkaji, New Delhi",28.66915,77.16175,28.6417,77.22177,stormy,235.9,13.86,delivered,1221.08
2498,blue dart,clothing,8.86,scooter,two day,central,"House 8, Chandni Chowk, New Delhi",28.48204,76.92198,28.6417,77.22177,stormy,99.9,43.61,delivered,630.33
2512,blue dart,fragile items,23.33,scooter,standard,south,"House 437, Punjabi Bagh, New Delhi",28.62831,76.93704,28.6417,77.22177,foggy,168.9,26.94,delivered,925.32
2516,blue dart,groceries,34.59,bike,two day,central,"House 220, Chandni Chowk, New Delhi",28.56096,77.06482,28.6417,77.22177,clear,86.5,9.84,delivered,462.02
2532,blue dart,pharmacy,64.08,ev van,express,north,"House 395, Mayur Vihar, New Delhi",28.79723,76.96747,28.6417,77.22177,hot,34.8,48.16,delayed,368.48
2535,blue dart,electronics,27.84,ev bike,two day,south,"House 130, Kirti Nagar, New Delhi",28.79418,76.88952,28.6417,77.22177,clear,45,13.64,delivered,265.92
2545,blue dart,documents,32.68,ev van,standard,north,"House 95, Rohini, New Delhi",28.61638,76.99868,28.6417,77.22177,foggy,239.4,7.37,delivered,1219.11
2547,blue dart,fragile items,61.53,van,standard,central,"House 372, Dwarka, New Delhi",28.57786,76.92734,28.6417,77.22177,foggy,37.4,40.09,delivered,307.27
2557,blue dart,documents,7.84,truck,same day,north,"House 420, Kirti Nagar, New Delhi",28.45004,76.95545,28.6417,77.22177,cold,97.8,21.29,delivered,652.87
